date,instance_id,is_wasteful,is_anomaly
2024-06-02,i-0002e34b,False,False
2024-06-03,i-0002e34b,False,False
2024-06-04,i-0002e34b,False,False
2024-06-05,i-0002e34b,False,False
2024-06-06,i-0002e34b,False,False
2024-06-07,i-0002e34b,False,False
2024-06-08,i-0002e34b,False,False
2024-06-09,i-0002e34b,False,False
2024-06-10,i-0002e34b,False,False
2024-06-11,i-0002e34b,False,False
2024-06-12,i-0002e34b,False,False
2024-06-13,i-0002e34b,False,False
2024-06-14,i-0002e34b,False,False
2024-06-15,i-0002e34b,False,False
2024-06-16,i-0002e34b,False,False
2024-06-17,i-0002e34b,False,True
2024-06-18,i-0002e34b,False,False
2024-06-19,i-0002e34b,False,False
2024-06-20,i-0002e34b,False,False
2024-06-21,i-0002e34b,False,False
2024-06-22,i-0002e34b,False,False
2024-06-23,i-0002e34b,False,False
2024-06-24,i-0002e34b,False,False
2024-06-25,i-0002e34b,False,False
2024-06-26,i-0002e34b,False,False
2024-06-27,i-0002e34b,False,False
2024-06-28,i-0002e34b,False,False
2024-06-29,i-0002e34b,False,False
2024-06-30,i-0002e34b,False,False
2024-01-01,i-000346d9,True,False
2024-01-02,i-000346d9,True,False
2024-01-03,i-000346d9,True,False
2024-01-04,i-000346d9,True,False
2024-01-05,i-000346d9,True,False
2024-01-06,i-000346d9,True,False
2024-01-07,i-000346d9,True,False
2024-01-08,i-000346d9,True,False
2024-01-09,i-000346d9,True,False
2024-01-10,i-000346d9,True,False
2024-01-11,i-000346d9,True,False
2024-01-12,i-000346d9,True,False
2024-01-13,i-000346d9,True,False
2024-01-14,i-000346d9,True,False
2024-01-15,i-000346d9,True,False
2024-01-16,i-000346d9,True,False
2024-01-17,i-000346d9,True,False
2024-01-18,i-000346d9,True,False
2024-01-19,i-000346d9,True,False
2024-01-20,i-000346d9,True,False
2024-01-21,i-000346d9,True,False
2024-01-22,i-000346d9,True,False
2024-01-23,i-000346d9,True,False
2024-01-24,i-000346d9,True,False
2024-01-25,i-000346d9,True,False
2024-01-26,i-000346d9,True,False
2024-01-27,i-000346d9,True,False
2024-01-28,i-000346d9,True,False
2024-01-29,i-000346d9,True,False
2024-01-30,i-000346d9,True,False
2024-01-31,i-000346d9,True,False
2024-02-01,i-000346d9,True,False
2024-02-02,i-000346d9,True,False
2024-02-03,i-000346d9,True,False
2024-02-04,i-000346d9,True,False
2024-02-05,i-000346d9,True,False
2024-02-06,i-000346d9,True,False
2024-02-07,i-000346d9,True,False
2024-02-08,i-000346d9,True,False
2024-02-09,i-000346d9,True,False
2024-02-10,i-000346d9,True,False
2024-02-11,i-000346d9,True,False
2024-02-12,i-000346d9,True,False
2024-02-13,i-000346d9,True,False
2024-02-14,i-000346d9,True,False
2024-02-15,i-000346d9,True,False
2024-02-16,i-000346d9,True,False
2024-02-17,i-000346d9,True,False
2024-02-18,i-000346d9,True,False
2024-02-19,i-000346d9,True,False
2024-02-20,i-000346d9,True,False
2024-02-21,i-000346d9,True,False
2024-02-22,i-000346d9,True,False
2024-02-23,i-000346d9,True,False
2024-02-24,i-000346d9,True,False
2024-02-25,i-000346d9,True,False
2024-02-26,i-000346d9,True,False
2024-02-27,i-000346d9,True,False
2024-02-28,i-000346d9,True,False
2024-02-29,i-000346d9,True,False
2024-03-01,i-000346d9,True,False
2024-03-02,i-000346d9,True,False
2024-03-03,i-000346d9,True,False
2024-03-04,i-000346d9,True,False
2024-03-05,i-000346d9,True,False
2024-03-06,i-000346d9,True,False
2024-03-07,i-000346d9,True,False
2024-03-08,i-000346d9,True,False
2024-03-09,i-000346d9,True,False
2024-03-10,i-000346d9,True,False
2024-03-11,i-000346d9,True,False
2024-03-12,i-000346d9,True,False
2024-03-13,i-000346d9,True,False
2024-03-14,i-000346d9,True,False
2024-03-15,i-000346d9,True,False
2024-03-16,i-000346d9,True,False
2024-03-17,i-000346d9,True,False
2024-03-18,i-000346d9,True,False
2024-03-19,i-000346d9,True,False
2024-03-20,i-000346d9,True,False
2024-03-21,i-000346d9,True,False
2024-03-22,i-000346d9,True,False
2024-03-23,i-000346d9,True,False
2024-03-24,i-000346d9,True,False
2024-03-25,i-000346d9,True,False
2024-03-26,i-000346d9,True,False
2024-03-27,i-000346d9,True,False
2024-03-28,i-000346d9,True,False
2024-03-29,i-000346d9,True,False
2024-03-30,i-000346d9,True,False
2024-03-31,i-000346d9,True,False
2024-04-01,i-000346d9,True,False
2024-04-02,i-000346d9,True,False
2024-04-03,i-000346d9,True,False
2024-04-04,i-000346d9,True,False
2024-04-05,i-000346d9,True,False
2024-04-06,i-000346d9,True,False
2024-04-07,i-000346d9,True,False
2024-04-08,i-000346d9,True,False
2024-04-09,i-000346d9,True,False
2024-04-10,i-000346d9,True,False
2024-04-11,i-000346d9,True,False
2024-04-12,i-000346d9,True,False
2024-04-13,i-000346d9,True,False
2024-04-14,i-000346d9,True,False
2024-04-15,i-000346d9,True,False
2024-04-16,i-000346d9,True,False
2024-04-17,i-000346d9,True,False
2024-04-18,i-000346d9,True,False
2024-04-19,i-000346d9,True,False
2024-04-20,i-000346d9,True,False
2024-04-21,i-000346d9,True,False
2024-04-22,i-000346d9,True,False
2024-04-23,i-000346d9,True,False
2024-04-24,i-000346d9,True,False
2024-04-25,i-000346d9,True,False
2024-04-26,i-000346d9,True,False
2024-04-27,i-000346d9,True,False
2024-04-28,i-000346d9,True,False
2024-04-29,i-000346d9,True,False
2024-04-30,i-000346d9,True,False
2024-05-01,i-000346d9,True,False
2024-05-02,i-000346d9,True,False
2024-05-03,i-000346d9,True,False
2024-05-04,i-000346d9,True,False
2024-05-05,i-000346d9,True,False
2024-05-06,i-000346d9,True,False
2024-05-07,i-000346d9,True,False
2024-05-08,i-000346d9,True,False
2024-05-09,i-000346d9,True,False
2024-05-10,i-000346d9,True,False
2024-05-11,i-000346d9,True,False
2024-05-12,i-000346d9,True,False
2024-05-13,i-000346d9,True,False
2024-05-14,i-000346d9,True,False
2024-05-15,i-000346d9,True,False
2024-05-16,i-000346d9,True,False
2024-05-17,i-000346d9,True,False
2024-05-18,i-000346d9,True,False
2024-05-19,i-000346d9,True,False
2024-05-20,i-000346d9,True,False
2024-05-21,i-000346d9,True,False
2024-05-22,i-000346d9,True,False
2024-05-23,i-000346d9,True,False
2024-05-24,i-000346d9,True,False
2024-05-25,i-000346d9,True,False
2024-05-26,i-000346d9,True,False
2024-05-27,i-000346d9,True,False
2024-05-28,i-000346d9,True,False
2024-05-29,i-000346d9,True,False
2024-05-30,i-000346d9,True,False
2024-05-31,i-000346d9,True,False
2024-06-01,i-000346d9,True,False
2024-06-02,i-000346d9,True,False
2024-06-03,i-000346d9,True,False
2024-06-04,i-000346d9,True,False
2024-06-05,i-000346d9,True,False
2024-06-06,i-000346d9,True,False
2024-06-07,i-000346d9,True,False
2024-06-08,i-000346d9,True,False
2024-06-09,i-000346d9,True,False
2024-06-10,i-000346d9,True,False
2024-06-11,i-000346d9,True,False
2024-06-12,i-000346d9,True,False
2024-06-13,i-000346d9,True,False
2024-06-14,i-000346d9,True,False
2024-06-15,i-000346d9,True,False
2024-06-16,i-000346d9,True,False
2024-06-17,i-000346d9,True,False
2024-06-18,i-000346d9,True,False
2024-06-19,i-000346d9,True,False
2024-06-20,i-000346d9,True,False
2024-06-21,i-000346d9,True,False
2024-06-22,i-000346d9,True,False
2024-06-23,i-000346d9,True,False
2024-06-24,i-000346d9,True,False
2024-06-25,i-000346d9,True,False
2024-06-26,i-000346d9,True,False
2024-06-27,i-000346d9,True,False
2024-06-28,i-000346d9,True,False
2024-06-29,i-000346d9,True,False
2024-06-30,i-000346d9,True,False
2024-01-01,i-00042a4c,False,False
2024-01-02,i-00042a4c,False,False
2024-01-03,i-00042a4c,False,False
2024-01-04,i-00042a4c,False,False
2024-01-05,i-00042a4c,False,False
2024-01-06,i-00042a4c,False,False
2024-01-07,i-00042a4c,False,False
2024-01-08,i-00042a4c,False,False
2024-01-09,i-00042a4c,False,False
2024-01-10,i-00042a4c,False,False
2024-01-11,i-00042a4c,False,False
2024-01-12,i-00042a4c,False,False
2024-01-13,i-00042a4c,False,False
2024-01-14,i-00042a4c,False,False
2024-01-15,i-00042a4c,False,False
2024-01-16,i-00042a4c,False,False
2024-01-17,i-00042a4c,False,True
2024-01-18,i-00042a4c,False,False
2024-01-19,i-00042a4c,False,False
2024-01-20,i-00042a4c,False,False
2024-01-21,i-00042a4c,False,False
2024-01-22,i-00042a4c,False,False
2024-01-23,i-00042a4c,False,False
2024-01-24,i-00042a4c,False,False
2024-01-25,i-00042a4c,False,False
2024-01-26,i-00042a4c,False,False
2024-01-27,i-00042a4c,False,False
2024-01-28,i-00042a4c,False,False
2024-01-29,i-00042a4c,False,False
2024-01-30,i-00042a4c,False,False
2024-01-31,i-00042a4c,False,False
2024-02-01,i-00042a4c,False,False
2024-02-02,i-00042a4c,False,False
2024-02-03,i-00042a4c,False,False
2024-02-04,i-00042a4c,False,False
2024-02-05,i-00042a4c,False,False
2024-02-06,i-00042a4c,False,False
2024-02-07,i-00042a4c,False,False
2024-02-08,i-00042a4c,False,False
2024-02-09,i-00042a4c,False,False
2024-02-10,i-00042a4c,False,False
2024-02-11,i-00042a4c,False,False
2024-02-12,i-00042a4c,False,False
2024-02-13,i-00042a4c,False,False
2024-02-14,i-00042a4c,False,False
2024-02-15,i-00042a4c,False,True
2024-02-16,i-00042a4c,False,False
2024-02-17,i-00042a4c,False,False
2024-02-18,i-00042a4c,False,False
2024-02-19,i-00042a4c,False,False
2024-02-20,i-00042a4c,False,False
2024-02-21,i-00042a4c,False,False
2024-02-22,i-00042a4c,False,False
2024-02-23,i-00042a4c,False,False
